微博正文,发布时间
当着数万印度民众的面，特朗普说“我们与巴基斯坦关系非常好”！“欢呼”突然安静印度：最怕空气突然安静巴基斯坦：最怕朋友突然的关心川普：惊不惊喜，意不意外，想不到吧每次不开心，看看特朗普的新闻，高兴好几天,2020-02-25 23:49
美股跌，a股肯定跌，美股涨a股不一定涨，中国股市没啥好玩的，这么多年看下来真的扎心，特朗普估计又要针对美股跌发表言论了，毕竟美国人八成的钱都在股市,2020-02-24 23:59
天下奇闻|斯洛伐克总理因急性上呼吸道感染伴高烧入院乔治克鲁尼千万豪宅被淹(来自@界面新闻)乔治·克鲁尼1500万美元英国豪宅被淹；斯洛伐克总理紧急住院：急性上呼吸道感染，伴有高烧；全球最高龄117岁老人或参加东京奥运会圣火传递；韩国疫情爆发地民众排数百米抢购口罩，网友急了：危险！特朗普大怒称事前未听说感染者会回国……O天下奇闻|斯洛伐克总理因急性上呼吸道感染伴高烧入院乔治克鲁尼千万豪宅被淹,2020-02-24 23:58
桑德斯说的对！美国大选热门话题总是离不开中国，反正也选不上不如扯大点，而且依美国民主党的尿性来看，他们绝对不会袖手旁观，最起码会在旁边拍照#美国大选##桑德斯欣赏特朗普发色#,2020-02-24 23:56
你的真心话，也是我们的真实所想。腾讯新闻#马来总理吐槽：特朗普恃强凌弱让美国变成世界上最讨厌的国家O马来总理吐槽：特朗普恃强凌弱让美国变成世界上最讨厌的国家#来自@腾讯新闻,2020-02-24 23:54
印度欢迎特朗普这个场面，只要有一个确诊病例，就可以团灭了……L王冰汝的微博视频,2020-02-24 23:53
#腾讯新闻#特朗普发怒后，美国拒绝安置感染的侨民O特朗普发怒后，美国拒绝安置感染的侨民来自@腾讯新闻,2020-02-24 23:53
特朗普引印度内讧，欢迎仪式后，印度高官：掏空国家O特朗普引印度内讧，欢迎仪式后，印度高官：掏空国家,2020-02-24 23:52
李易峰#李易峰徐天##我在北京等你#今晚心情不太好，这些都是有感而发，李易峰他这么好，不应该被埋没。我没有什么时候比此时更憎恨特朗普，更憎恨毛衣战了。李易峰@李易峰是个好演员，他为这部剧付出了这么多，他本应得到更好的回报，最后却因为这些不可控的因素而遭到了他本不应遭遇的东西，这时我才终于明白演员的无奈，你只能尽力去做好你能做的事，其他的，你真的没办法，付出和回报，真的不一定对等。但是，他的努力总归是会有人见证到的。他说：越努力越幸运。我相信，一切都会好起来的，这么好的李易峰，不会被上天辜负的。我原本是想来听峰峰飙英文的，现在看来，大概没机会了。法庭那段当背景音的英文，应该是峰峰的英文原声吧，虽然声音很小，但听得出来，非常流利，发音很好，真的可惜，居然被那毫无感情的配音给挡了，我心痛啊。话说，配音为什么不好好选一个呢，我说实话，那配音的台词功底我认为确实不咋地，包括女主的那位配音也是，真的让人出戏，很难受啊！为什么不能让演员自己配后来补的那段呢？@电视剧我在北京等你我不太明白，单纯问问。声音换来换去，是真的难受啊！才开播现在还能补救吗？对于《我在北京等你》，要说寄予厚望呢，其实也没有，但是期待值绝对是满分的，毕竟是三年来的第一部回归剧。我不想多说什么责备的话，大家都有自己的难处，只要剧方不作妖，安安分分播剧，我们草粉的战斗力还是很可观的。也希望后面的剪辑和配音能越来越好吧！能喜欢李易峰到现在不爬墙的都是很能坚持的，三年没有电视剧播，三年是什么概念，大家都清楚，说句心里话，要不是李易峰争气，早糊了。当我知道《我在北京等你》要播的时候，我除了激动，更多的是感动，我终于守到他了啊！我是想哭的，我也不知道为什么，就是想哭。我的King，他回来了！@李易峰只有草粉才能理解我们内心的这种感受吧。李易峰这个大男孩，我此生唯一追过的人，我的心给他了，就再也收不回来了，我的心里装下他了，就再也装不下别人了。有句话说的对，粉丝是真的不会夸人，只会啊啊啊。也不是没文化，只是当你面对你的爱豆时，你真的不知道要怎么去夸赞他，想要把世间一切美好的形容词都送给他，最后反而不知从何说起，唯有啊啊啊最直白。我对峰峰，就是如此了。看完《动物世界》后我就决定要为它写一篇影评，一篇真正的影评，不是网上那些营销号千篇一律的影评。到今天我也不记得刷过几遍了，但是影评，至今也没写出来。不是不会而是每次一抬笔，我就特别激动，怎么写都觉得不行。这大概就是追星的真实状态了。@电视剧我在北京等你思维有些发散，写了这么多东西，最后还是回归正题，对于老北京，我不苛求，但是剧方也别想欺负我们峰哥，我们要的是什么，大家都清楚，这也不过分，只不过是他应有的待遇，自古就是nozuonodie。望有自知之明。大家都是相互的，你对我们家峰哥越好，我们自然更买账。我会继续支持《我在北京等你》，剧有瑕疵，没关系，关键是要有补救的态度，最好别连累我李易峰。我们的买单，是因为这个人是李易峰，是因为我们知道他为此付出了多少，他是个很好的人，应该被善待，峰哥的排面我们肯定不会少了的。最后的最后，其实剧真的很不错，希望那些问题能慢慢被修补，也祝《我在北京等你》收视长虹！,2020-02-24 23:50
实时播报：白宫副新闻秘书吉德利拒绝对美国总统特朗普政府可能向国会要求的资金数额予以置评。,2020-02-24 23:49
#凤凰新闻#分享凤凰新闻：特朗普到访印度莫迪送给他一个特别的礼物O网页链接来自@凤凰新闻客户端#琪哥带你看世界##琪哥带你去旅游#,2020-02-24 23:48
"我分享了【日媒突抛重磅猛料：病毒源头来自美国？特朗普要效仿中国停课关门！】,快来看吧！|O日媒突抛重磅猛料：病毒源头来自美国？特朗普要效仿中国停课关门！",2020-02-24 23:46
他一副胸有成竹的样子，仿佛在向世人宣告，没有人比我更懂新冠肺炎L世面的秒拍视频,2020-02-24 23:45
为什么特朗普谴责强硬派推动与中国进一步脱钩WhyTrumpRebukedHardlinersWhoPushedforMoreChinaDecoupling,2020-02-24 23:44
《特朗普发怒后，美国拒绝安置感染的侨民》包机从“钻石公主号”邮轮接回侨民后，美国新冠肺炎病例陡增。O网页链接,2020-02-24 23:44
#中国蝗灾防治工作组抵巴基斯坦##特朗普首次正式访问印度#印巴冲突。。。,2020-02-24 23:41
《美国官员允许14名新冠肺炎确诊患者回国后特朗普大怒》美国官员允许14名新冠肺炎确诊患者回国后特朗普大怒O网页链接,2020-02-24 23:39
特朗普：希望中国购买我们喷气发动机。张彬：若叫停与中国合作或引发寒蝉效应L军武季的微博视频,2020-02-24 23:38
【#北美视野#公共负担新规今起实施】特朗普政府于今日(2月24日)起对申请绿卡(正式名称为“合法永久居民”)和某些类型签证的移民进行公共负担测试。对此，华策会专门发文向广大纽约华裔移民人士详解该新规对大家身份、福利方面的具体影响。在文章中，华策会强调称，许多纽约移民，包括目前持有绿卡的移民，实际上并不受此规则制约，而且无论来自何方，所有的纽约人仍可照旧取得医疗保健服务和多项其他福利。在纽约市的亚裔美国人中有70%是移民，而纽约市总人口中有40%是移民。纽约市对所有移民持欢迎态度，并一直都在对抗特朗普政府的这项新规。虽然，纽市多方力量的抗争已经上达最高法院，但依目前进度，这项规则仍在2月24日如期生效。因此，纽约民众有必要了解这项规则是否会影响他们的身份及福利。详情：O网页链接#纽约视窗#,2020-02-24 23:37
《刚刚！特朗普突然发出请求：希望中国不要取消订单》近日从美国白宫内部传来的一条消息引爆了中美两国的舆论界，白宫此前计划将对通用电气生产的LEAP-1C航空发动机颁布限制出口的法令，而被针对的对象就是我们。O网页链接,2020-02-23 23:58
荷包蛋——蛋（1）炒饭——辣炒方便面（蛋×1）——biangbiang面的鸡蛋（1）胸柿臊子马·特朗普·琪：没人比我更懂鸡蛋🥚🍳,2020-02-23 23:52
喜欢了七年的EXO，我的哥哥们真的很棒很帅被英皇肯定的是EXO特朗普女儿喜欢EXO被韩国总统接待过的是EXO世界杯放过的歌是EXO的power平昌冬奥会闭幕式参加的是EXO首个登上迪拜灯塔的是EXO奥巴马曾手举EXO应援手幅迪拜喷泉首个放韩国的歌是EXO的power出席青瓦台晚宴与特朗普共进晚餐的是EXO冬奥会领唱国歌的是EXO边伯贤被新闻联播播报过许多次的是EXO2000年总专辑销量首个破1000万的是EXO破了吉尼斯记录的是EXO历史上唯一拿MAMA五连的是EXO二辑就打破了韩国十几年专辑记录的是EXO得奖太多导致金唱片改了31年规矩的是EXO快看漫画官博是个爱丽本命边伯贤吃鸡官博是个爱丽本命吴世勋中央编导是EXO的忠粉权志龙说自己最喜欢的后辈团是EXOGucci代言人是金钟仁Tommy宣广人是朴灿烈Zegna全球代言人是吴世勋奇迹的名字叫EXO,2020-02-23 23:51
#凤凰新闻#分享凤凰新闻：偷偷将14名确诊患者带回美国，特朗普大怒O偷偷将14名确诊患者带回美国，特朗普大怒来自@凤凰新闻客户端#琪哥带你看世界##琪哥带你去旅游#,2020-02-23 23:48
#特朗普称愿与塔利班签署和平协议#被塔利班制服了？还是继续脱身？商人出身的特普朗还是觉得在阿富汗投入太大，产出太少，时不时还被塔利班炸死美国大兵，赶紧溜了，很多重要的麻烦事还等着解决呢！,2020-02-23 23:42
《51票赞成45票反对，特朗普以6票之差落败，一夜之间彻底失去权势》近日，美方参议院进行了一项提案的投票表决，主要内容是限制白宫方面发起战争的权力。O网页链接,2020-02-23 23:41
#钻石公主号乘客出现第3例死亡病例##军运会五外籍运动员患的都是疟疾#建议联合国召开紧急会议……快速成立专家团队，每个国家派出两个医疗专家参与，到酶国进行紧急调查，对他们出现死亡的流感病人提取病毒样本……给世界一个公正的答案！以消除全世界的疑虑！如果特朗普在掩盖真相，建议酶国议员提起新的强硬弹劾程序……这种掩盖真相，导致传染扩散和蔓延的行为就是犯罪……如果照这样发展下去……相信很多国家，都会沦陷……我相信全世界都希望得出一个真相和结果，更希望酶国能证明自己的清白。,2020-02-23 23:40
